level,document_id,article,question_1,options_1,question_2,options_2,auth1,auth2,auth1 == auth2,turker_motivation,Turker,All agree,All agree (BOOL)
high,high17226.txt,"In the 1960s, people asked about your astrological sign . In the 1990s, they wanted to know your website. These days, having a web address is almost as important as a street address. Your website is an electronic meeting place for your family, friends and potentially, millions of people around the world. Best of all, you may not have to spend a cent. The Web is filled with all kinds of free services and all it takes is some time and creativity.
       Think of your home page as the starting point of your website. Like the table of contents of a book or a magazine, the home page is the front door. Your site can have one or more pages, depending on how you design it.
       While web pages vary greatly in their design and content, most use a traditional magazine layout. At the top of the page is a banner  GRAPHIC. Next comes a greeting and a short description of the site. Pictures, texts, and links to other websites follow.
       Before you start building your site, do some planning. Think about whom the site is for and what you want to say. Next, gather up the material that you want to put on the site. Draw a rough layout on a sheet of paper.
       While there are no rules you have to follow, there are a few things to keep in mind:
       Start simply. If you are too ambitious at the beginning, you may never get the site off the ground. You can always add to your site.
Less is better. Most people don't like to read a lot of text online. Break it into small pieces.
       Smaller is better. Most people connect to the Internet with a modem. Since it can take a long time to download large image files, keep the file sizes small.
       Have the rights. Don't put any material on your site unless you are sure you can do it legally. Learn the Net's Copyright Article for more about this.
       Now it's time to roll up your sleeves and start building. Learning the Net Communities provides tools to help you build your site.",The purpose of the home page of your website is   _  .,"['to give a list of all the contents of your website', 'to make it look like a front door', 'to direct people to more of your pages', 'to design the cover of a book or magazine']","The writer thinks that if you are too ambitious at the beginning,   _  .","['your website may leave no space for adding new things', 'you may never have your website working', 'you may have no idea how to build your website', 'you may tire yourself out']",2,2,True,Question 1 is more difficult because the answer isn't directly found on the page and is ambiguous.,1,0,False
high,high17911.txt,"It'll be an ordinary morning,like all the others.But instead of being woken up by the buzzing of an alarm clock, you'll be roused by the smell of freshly made coffee,light entering your room as the curtains open automatically,and a gentle back massage provided by your high-tech bed.
    This is what a typical person's life will be like two decades from now,according to The Guardian. Want to know more?
    After you get up,your apartment will be like an electronic orchestra with you as the conductor.With simple moves of your hand and spoken instructions,you'll be able to control your apartment's temperature,humidity,music and lighting.You'll be able to look through the day's news on translucent screens while your breakfast waits for you in the automatic oven.
    As you move into your kitchen,maybe you will stub your toe on the edge of a cabinet. You'll grab your cell phone and open the diagnostics app.Inside your phone there will be a tiny microchip that uses X-ray waves to scan your body. The scan will reveal that your toe is just slightly hurt,not broken,which will convince you not to see a doctor.
    After breakfast,your driverless car will take you to work.While you drive,your central computer system will suggest a list of chores your housekeeping robots could see to today and it will also remind you to buy a gift for your mother's upcoming birthday.
    As you can see,with the help of advanced technologies,our lives will be more efficient. Teehnology will mitigate our forgetfulness and free us of many small burdens that distract us, such as buying a ticket or trying to remember our kids' parent-teacher meeting.Our brain will therefore be able to focus on more important things like preparing for a presentation or doing ""deep thinking"".
    However,the development of technology might have some disadvantages as well. By 2033,we'll be relying heavily on the virtual world,which will mean that all of our data will be stored in the cloud,a remote digital storage system with near limitless capacity. That will increase the possibility of someone else accessing,sharing or controlling our personal information.",What might be the author's purpose in writing the text?,"['To stress the iniportance of developing technology.', 'To describe how advanced technologies will affect our future lives.', 'To introduce one new invcnfion that will benefit our future lives.', 'To remind people not to depend too much on computers.']","According to the text,in two decades,","[""you'll be able to rely on an electronic orchestra to wake you up instead of an alarm clock"", 'a tiny microchip in your phone will treat you when you are sick', 'you will be able to adjust the conditions of your apartment via oral instructions or simple hand gestures', 'technology will be smart enough to help us with important things like preparing for a presentation']",2,1,False,Question 1 is more difficult because in order to understand the author's purpose for writing the text the reader has to fully understand the text as well as subtle suggestions promoted throughout it.,1,0,False
high,high18225.txt,"Good state is when your body and mind are in the best condition for learning. These pages describe that state. Applying this information will increase your learning performance, without using any of the other techniques on this site.
You will learn faster if your cells, body and mind are in good condition, or good ""state."" Being in good state doesn't just increase your memory and learning performance. Being in good state also helps improve your health and well-being, with resulting benefits in many other areas of your life.The state described on these pages leads to peak condition for performing well in many human endeavors, from flying a plane to playing football. 
I've grouped the major contributors to Memletic State into three layers. These are the cell, physical and mental state layers. In summary, the elements that make up each of these layers are:
*         Cell State Layer: Water, Glucose, Oxygen, and Basic Nutrients. 
*         Physical State Layer: Health, Fitness, Relaxation, Environment, Sleep and Body Rhythms, and Supplements. 
*         Mental State Layer: Health, Fitness, Relaxation, Attention and Concentration, Positive Mental Attitude, and Goals. 
Cell state is primary and therefore the innermost layer. You will find it hard to learn without satisfactory functioning of cells. The next layer is the physical state layer. These elements impact how well you breathe, circulate blood, fight off illness and more. The outer layer is the mental state layer. The elements of this layer are within our mind. Notice how cell state layer supports the physical state layer, and the physical state layer supports the next layer out, the mental state layer.",The passage may be taken from  _  .,"['a newspaper', 'a magazine', 'a website', 'a notice']","According to the passage, to get a good lerning state, the most important thing is   _  .","['to have enough food and water', 'to take exercise every day', 'to listen to music every day', 'to ask the experts for advice']",1,2,False,Question 1 is more difficult because it requires the reader to think about the article in a more abstract sense in order to come up with ideas about where it could have been featured.,1,0,False
high,high18269.txt,"I love everything about making Easter dinner except the Saturday shopping. That day, the supermarket can be as crowded as a department store at Christmas. And this Easter, on top of my regular checklist, I had to buy the ingredient  for a delicious, new recipe I'd discovered: sliced ham and turkey layered with Swiss cheese and cabbage, all wrapped in pastry dough.
Trouble was that my work schedule had left me no time to shop earlier in the week. I would get up extra early and take care of everything on Saturday morning, I thought, as I drove to the office on Friday. But that morning, Yola, one of my co-workers, asked if my husband Robert and I would help her move the next day. ""I really don't have anybody else to ask,"" she apologized.
""Sure,"" I told her, soft touch that I am. Early Saturday morning, Robert, my 15-year-old son Ben, and I drove our truck to her old apartment. Oh, the piles of furniture and boxes! It took us till late afternoon to get her settled in her new place.
By the time we returned home, I was exhausted. I don't know how I'm going to go shopping now, let alone cook Easter dinner, I thought. The only ingredient I had at home was the cabbage. On the kitchen counter were two shopping bags of food that Yola had sent home with us -- her thanks for helping her move. She was leaving on a trip the next day, and didn't want the food to go to waste.
I reached into the first bag and pulled out a package of sliced ham. Well, that's lucky, I thought. Then I pulled out a package of sliced turkey, and another of Swiss cheese. That's strange, I thought. There's no way Yola knew my Easter dinner plans. I reached back into the grocery bag, thinking of the Easter miracle. All of a sudden, the strangest feeling came over me. I lifted it out. It was a box of pastry dough -- the final ingredient I needed for my recipe.",What do we know from the passage?,"['It took the author the whole morning to finish moving.', 'Helping Yola move took the author nearly a whole day and a lot of effort.', 'Only two people carried the furniture and boxes for Yola.', ""Yola's new home is far away from her old apartment.""]",Why did Yola give the author food?,"['The food she bought was too much to eat up.', 'She knew that the author liked eating the food.', 'She was leaving and feared the food would go to waste.', ""She knew that the author didn't buy Easter food.""]",1,2,False,Question 1 is more difficult because it is less direct.,1,0,False
high,high18968.txt,"The picture-like island is rich in scenic beauty. Barbados sightseeing is a photographer's dream that comes true with numbers of natural wonders, breathtaking scenic views, attractive gardens and miles of white, sandy beaches. There's so many things to see and to do, as you check out some of the places of interest on the island.
Historical Appeal Experience
Full of historical appeal you'll love the impressive collection of beautiful great houses, landmarks, old churches, and traditional ancient houses some of which may date back to the 16th century. Historic Bridgetown, over 375 years old, capital of Barbados, is located with its color1ful fishing boats and splendid yachts ( ) . Check out the Barbados National and see some of the island's most beautiful homes.
Nature Charm Enjoyment
Nature lovers will find the Botanical Garden, as well as the wonderful landscapes of the tropical plants and flowers, a welcome addition to their trip. Nature paths, rocky caves and local wildlife will make these tours relaxing.
A guided island tour is of excellent value for money as well as informative changes from scenic, fun-filled, historic tours to exciting safari tours. If seeing the island from a different point is what you want to do, then try one of our sea tours, air tours or underwater tours to enjoy what sea plants and animals it can offer.
Rental Drive Adventure
If you rent a car, here are a few things to remember. The roads, thin and rocky, are sometimes leading nowhere and often unmarked. You might think of some possible dangers. But don't get upset if you get lost-everybody does, even locals, Bajans ! If you make a wrong turn, consider it is a part of the adventure of touring Barbados. You might want to pick up any of the several visitors' guides which include maps.
For more detailed information, please contact us by either of the following:
Tel: (246) 427-1952 0r 436-7189
Fax: (246) 436-2234",According to the passage Botanical Garden   _,"['can make tours dangerous with rocky caves', 'is full of tropical plants and landmarks', 'will cost travelers lots of money', 'may attract lovers of nature']",What should be the best title for the passage?,"['A Car Adventure of Touring Barbados with Fun', 'An Island of Historical Appeal as One Expects', 'Barbados-A Wonderful Place for Sightseeing', 'Return to Nature, Know More of the Bajans']",2,1,False,Question 2 is more difficult because it requires the reader to fully read and understand the article in order to be able to pick a title that best summarizes what's going on in it.,2,0,False
high,high20231.txt,"To a large degree, the measure of our peace of mind is determined by how much we are able to live in the present moment. Regardless of what happened yesterday or last year, and what may or may not happen tomorrow, the present moment is where you are -- always!
We allow past problems and future concerns to control our present moments, so much that we end up anxious, frustrated, depressed, and hopeless. We often convince ourselves future will be better than today. John Lennon once said, ""Life is what's happening while we're busy making other plans. ""When we're busy making other plans"", our children are busy growing up, the people we love are moving away and dying, our bodies are getting out of shape, and our dreams are slipping away. In short, we miss out on life.
Many people live as if life were a dress rehearsal for some later date. It isn't. In fact, no one has a guarantee that he or she will be here tomorrow. Now is the only time we have, and the only time that we have any control over. When our attention is in the present moment, we push fear from our minds. Fear is the concern over events that might happen in the future--we won't have enough money, our children will get into trouble, we will get old and die, whatever. 
To struggle against fear, the best strategy is to learn to bring your attention back to the present. Mark Twain said, ""I have been through some terrible things in my life, some of which actually happened."" I don't think I can say it any better. Practice keeping your attention on the here and now and your efforts will pay off.",The purpose of this passage is to tell readers   _  .,"['people who are busy making plans are living actively', 'how to help others overcome fear', 'we ought to learn to live in the present moment', 'someone who only enjoys the present time usually wastes his time blindly']",Why are some people depressed and anxious day and night?,"['Because they fear they cannot pass their tests.', 'Because past problems and future concerns control their present moment.', 'Because the people they love want to leave them alone.', 'Because they make some mistakes in the past.']",1,2,False,Question 1 is more difficult because it requires the reader to understand what's going on in the article and think about it in order to come up with an answer.,1,0,False
high,high20280.txt,"Since my son is getting ready for first grade, I asked a friend where she shops for school supplies. For price and convenience, she had a quick answer: schoolpak.com. Parents can buy items or packaged equipment for all grades. The Generic Elementary School-pak for first through fifth graders, for example, is $23.28. (Teachers can also e-mail their grade's or school's whole list for a price on customized kits . Shipping is free for 75 or more kits)
 _  
Teachers thinks highly of educationalwarehouse.com for its learning tools and games--everything from puzzles and puppets to software and chalks.Classroomdirect.com has great prices on over 10.000 products and a special corner offering even deeper discounts.
Pick your lunch box
  The second-most-difficult back-to-school decision, right after what to wear on the first day, is what kind of lunch box to buy. Jonas Brothers or Hannah Montana? Ariel or Elmo? Your kids can examine their (and your) lunch boxes at platesplus4kids.com andlunchboxes.com.
    Trade in sports tools
My garage is a tangle  of bikes and balls, sticks and clubs, so I was excited to find playitagainsports.com ---a company that helps you sell quality, name-brand sporting equipment. You'll have to visit one of its 320 stores, located in 46 states and the District of Columbia.
3 sites for saving
Feedthepig.org
Think about the savings if your kids (and you) stopped buying lunch out every day and brown-bagged it.
Goodshop.com
Support your favorite school by shopping at more than 1,000 participating shops. Up to 30 percent of every purchase is donated. And you'll find hundreds of deals and coupons .
Taxadmin.org
Click on 2009 State Sales Tax Holidays to see if your state has a tax-free shopping day. Check what's included before going to the store.",What does the writer think of picking a lunch box?,"['It is very easy', 'It is rather hard', 'It proves interesting', 'It seems special']",What can be filled in the blank in the first item?,"['Teachers are much wiser', 'Puzzles and puppets', 'Shops where teachers shop', 'Develop your brains']",2,1,False,Question 2 is more difficult because it doesn't make sense.,2,0,False
high,high21306.txt,"Recently educators have been questioning ""prep school"" (=preparatory school)   where barely literate   high school athletes get their transcripts   by taking courses occasionally and sometimes by taking no courses at all. The athletes then go on to famous sports universities, where they exhaust their playing years before landing back on the streets without job opportunity or college degrees.
The prep school scheme was meant to avoid academic qualification rules for college athletes made years ago by the National Collegiate Athletic Association. The N.C.A.A., which was slow to recognize the seriousness of the problem, has finally adopted policies to root it out. But those policies will not do the job unless everyone is involved, including prep schools and college athletics departments that still recruit   students who do not meet academic standard.
The prep school scheme sends a dangerous message to poor neighborhoods, where young people too often ignore their studies, believing that they will magically become millionaires once the world sees their athletic talents. Even worse, it encourages students to drop out of traditional schools before graduation--at which point their grade-point averages would be written in stone--to sign up with fake schools that can help them rewrite their academic records.
The N.C.A.A. has begun to check nontraditional schools for their academic programs and has actually closed some. The organization has also stepped up to look into athletes' transcripts and will pay special attention to athletes who attended several schools, showed sudden jumps in grade-point average, transferred to another school late in the senior year or took an unbelievable number of courses in one term.
These measures are encouraging as far as they go. But the N.C.A.A. will need to go much deeper into the problem if it hopes to break this scheme. For starters, it needs to make clear not just what courses high school athletes need to take to become qualified for college sports, but when they should take them. Until that happens, those who recruit young athletes will always be tempted to make fake academic record at the last possible moment for them.","About students in ""prep school"", which of the following facts might NOTbe true?","['Most of them are good at different kinds of sports events.', 'They can easily be admitted to a university by cheating.', 'After they graduate from university, they will usually find promising jobs.', 'They seldom have good academic performance at high school.']",What might be the author's attitude towards the prep school scheme?,"['The writer thinks it a chance for high school athletes to go to college.', 'The writer thinks more practical measures are needed to break it.', 'The writer remains neutral   on this issue.', 'The writer believes poor children will have little chance to go to college if prep school scheme is broken.']",1,1,True,Question 2 is more difficult because it is a vague answer.,2,0,False
high,high2137.txt,"Most people buy a lot of gifts just before Christmas. But some people think we buy too much. They have started a special day called Buy Nothing Day. They don't want anyone to go shopping on that day.
Buy Nothing Day is November 29. It's 25 days before Christmas. It's after Thanksgiving Day and often the first day of Christmas shopping. At this time, we see ads in Newspapers and on TV telling us to ""buy, buy, buy!""
The idea for Buy Nothing Day started in Vancouver, British Columbia. Now people all over the world celebrate Buy Nothing Day. In California, parents and children get together to read stories, sing songs, and paint pictures. The children talk about why they don't need a lot of toys. This year, in Manchester, England, people dressed up in costumes  to tell people that we buy too much.
In Albuquerque, New Mexico, high school students wanted to tell other students about Buy Nothing Day. They organized a spaghetti dinner to give people information about Buy Nothing Day. They asked restaurants in the neighborhood to donate  the food. They made posters and talked to other students about it. The dinner was a big success, and many students agreed not to buy anything on November 29. The students at high schools liked the idea of this new tradition. Next year, they want to have another dinner to tell more people about Buy Nothing Day!",People usually buy many gifts  _  .,"['before Thanksgiving', 'on Christmas', 'before Christmas', 'anytime']",How do people celebrate Buy Nothing Day?,"['In California, parents and children get together to play games.', 'In England, people celebrate by performing plays.', 'In Mexico, high school students dress up.', 'They buy nothing and persuade others not to buy things.']",2,2,True,"Question 2 is more difficult because the answer isn't as short or simple or explicit as the answer to Question 1, which appears in the first line.",2,1,True
high,high21747.txt,"There are many acceptable varieties of English throughout the world. Whichever variety is used in your country, the most important thing is that students' pronunciation must be good enough for another person to understand what they are trying to say.
In a PPP lesson, teachers naturally include a good model of the pronunciation when they are presenting new vocabulary, grammar or functional language. It is important to start by helping your students recognize sounds before you expect them to produce them.
Spoken British English has 44 sounds, but there are only 26 letters in the alphabet for written English. This sometimes makes English pronunciation and spelling different, so it is not always best to write words on the blackboard at the early stages. Also, some sounds in English do not exist in some other languages. This can make it very difficult for students to recognize these sounds and even more difficult for them to pronounce them correctly. So some students need to do a lot of work on these sounds, listening to them, trying to recognize them and trying to copy them.
If you can understand and pronounce the symbols of the phonetic alphabet, this will help you to pronounce any word in the dictionary. You can teach this phonetic alphabet to your students and this will make teaching pronunciation much easier. However, you can teach pronunciation effectively without knowing the phonetic alphabet. Pronouncing English well is not just about getting the individual sounds right. Students need to know:
* which parts of a word are stressed (spoken louder and longer);
* which parts of a sentence are stressed;
* basic intonation patterns;
* what it means when we change the intonation in a sentence (the music of the language);
* how to link together the sounds within a sentence.
Students need practice in all these areas to improve their pronunciation.","Following up the passage, the author will probably   _  .","['say how to teach the phonetic alphabet', 'emphasize the importance of correct pronunciation', 'explain in detail how to practise the five suggestions', 'write about how to teach pronunciation without the phonetic alphabet']",Which of the following is the best title for the passage?,"['Suggestions on Teaching English Pronunciation.', 'Listening Comes First in Teaching Pronunciation.', 'The English Phonetic Alphabet and Pronunciation.', 'Other Things to Be Done besides Pronouncing Every Word.']",1,1,True,"Question 1 requires you to think beyond the passage content, to extrapolate and predict the next step, while 2 just asks to give a title to the content.",1,1,True
high,high21752.txt,"Hair has always been an important sign of beauty, especially true for women.Next to the face, hair is one of the main qualities people look for when they consider a woman's beauty.Whether long or short, curly or straight, hair often gets a lot of attention.
Each hair grows independently of other hairs.Not all hairs experience the same period of growth at the same time.During the period of active growth, which is called Anagen, hair grows at a rate of about or one centimeter a month.About eighty five percent of hair follicles  are going through this process at any given time.This period can last from two to six years.
The Catagen period of hair growth comes next.It is then that hair growth begins to slow down.This period usually lasts two or three weeks.Finally, hair growth comes to a complete stop and the hairs begin to fall out.This period is known as Telogen.Once the Telogen period has ended, the hair growth process begins again.
So what happens when a person has trouble growing hair or suffers from hair loss? Your genes control how fast or how long your hair will grow.Some people have a longer than usual anagen growth period.These people may be able to grow more hair than the average person.
However, others struggle to grow shoulder length hair.These people have a shorter than normal anagen period.
Your health can also affect hair growth.Poor nutrition can cause some hair follicles to stop growing or cause the hairs that grow to become weak or thin.Problems with hair growth can result from thyroid (^?K JSO problems or other conditions.Health experts say people who experience a sudden increase in hair loss should seek medical advice.",What can be learned from the passage?,"['Hair grows no more after the Telogen period.', 'One with shoulder length hair must grow more hair.', 'Hair growth has much to do with nutrition and health.', 'Only a few hair follicles go through the Anagen period.']",What is suggested by health experts when one suffers from a sudden increase in hair loss?,"['Changing his genes.', 'Going to see a doctor.', 'Cutting all his hair off.', 'Eating more vegetables.']",1,1,True,"Question 1 is more difficult since it requires you to really read and understand the whole passage and its message, while Question 2 merely asks about a single statement in the last line of the passage.",1,1,True
high,high21884.txt,"NEW ORLEANS --A two-story, 1,500-ton and 16,000-square foot school built in 1879 is being moved about 300 yards to make way for the new University Medical Center in MidCity.
The school' s relocation is marked as the largest structure ever to be moved in Louisiana and one of the top-ten heaviest in America.Officials originally had planned to  _ the McDonogh No.11 School, but agreed to move the historic building at the city's request.
The school is being moved on a platform of steel beams put under the schoolhouse floor, then set on 38 remote-controlled power dollies made mobile by 300 tires.The school is creeping forward on a short stay that will take about two days to move it about 300 yards.
State officials said the operation shows how closely the state and city leaders are working topreserve history.
"" We' re looking to the future and building for the future, and building something new.We're also honoring the past and trying to save something historic,"" said Michael Diresto with the Division of Administration for the state of Louisiana.
Christian Cancienne, president and CEO of Orleans Shoring, said the feat of this endeavor is something a person rarely sees.
""When we heard about the opportunity to move a building this size, we knew that there was never a building moved this size in the state of Louisiana,"" he said.""We knew that because of the oak trees and neutral ground and the narrow streets, we may never get the opportunity in our hometown again to do something like this.
Cancienne said the cost of the huge project weighs in at $350,000, but he' s not making any profit from the move.Cancienne said his team wanted to do the project for free because of the once in a lifetime opportunity.""When my guys heard that this opportunity was here, they said, 'Let' s do it for free.We got to get it.No one else can do it.' And, so, we said let's just cover our cost so we bid it at $ 350,000.""
Cancienne' s company is used to moving homes across the city, but is happy to partake in the monumental task of moving a historic landmark.The building won' t remain at its current destination on Banks Street, though.It will eventually move to its permanent location once that has been determined.",The purpose of the school relocation is   _  .,"['to show the generosity of the city government', 'to form a bigger education company', 'to leave room for a new project', 'to build a new museum for education']",Cancienne and his team made no money from the project because   _  .,"[""it' s a chance for them to do something for the state"", 'the company is famous for doing volunteer work', 'the state is short of money to cover the cost', ""it' s easy for them to complete the project""]",2,2,True,Question 2 is more difficult because it is found further into the paragraph.,2,1,True
high,high22251.txt,"Love Is Just a Thread
     Sometimes I really doubt whether there is love between my parents.Every day they are very busy trying to earn money to pay the high tuition for us.They don't act in the romantic ways that I read in books or I see on TV."" I love you"" is too luxurious for them to say .Sending flowers to each other on Valentine's Day is even more  _ .My father is easy to lose his temper, especially when he's very tired from the hard work.
     One day, my mother was sewing a quilt.I silently sat beside her and asked her if there was love between them."" What?"" she replied, still doing her work.My mother stopped her work and raised her head with surprise.She didn't answer immediately.Then she bowed her head and continued sewing the quilt.I was in a great embarrassment and I didn't know what to do.But at last I heard my mother say the following words: "" Look at this thread.Sometimes it appears, but most of it disappears in the quilt.The thread really makes the quilt strong and durable.If life is a quilt, then love should be a thread.It can hardly be seen anywhere or anytime, but it's really there.Love is inside."" I listened carefully but I couldn't understand her until the next spring.
      My father suddenly got sick seriously.My mother had to stay with him in the hospital for a month.When they returned from the hospital, they both seemed as if they had a serious illness.Every day in the morning and dusk, my mother helped my father walk slowly on the country road.It seemed they were the most harmonious couple.There were many beautiful flowers, green grass and trees, and the sun gently glistened  through the leaves.All of these made up the most beautiful picture in the world.When we were worrying about him, he said gently: "" I really like walking with your mom.I like this kind of life."" Reading his eyes, I know he loves my mother deeply.
       Once I thought love meant flowers, gifts and sweet kisses.But from this experience, I understand that love is just a thread in the quilt of our life.Love is inside, making life strong and warm.",Why does the author sometimes doubt that there is real love between her parents?,"['Because they are very busy earning money for the high tuition.', ""Because they don't act in the romantic ways."", 'Because her father is easy to lose his temper to her mother', 'Because "" I love you"" is too luxurious for them to say']",What made her father change so greatly?,"['The real love.', 'The thread of the quilt.', 'The beautiful scenery of the country road.', 'All the other members of the family.']",2,2,True,Question 1 is more difficult because it involves thinking and interpreting.,1,0,False
high,high23837.txt,"Names have gained increasing importance in the competitive world of higher education. As colleges struggle for market share, they are looking for names that project the image they want or reflect the changes they hope to make. Trenton State College, for example, became the College of New Jersey nine years ago when it began raising admission standards and appealing to students from throughout the state.
""All I hear in higher education is, 'Brand, brand, brand,'"" said Tim Westerbeck, who specializes in branding and is managing director of Lippmann Hearne, a marketing firm based in Chicago that works with universities and other nonprofit organizations. ""There has been a sea change over the last 10 years. Marketing used to be almost a dirty word in higher education.""
    Not all efforts at name changes are successful, of course. In 1997, the New School for Social Research becameprefix = st1 /NewSchoolUniversityto reflect its growth into a collection of eight colleges, offering a list of majors that includes psychology, music, urban studies and management. But New Yorkers continued to call it theNewSchool.
Now, after spending an undisclosed sum on an online survey and a marketing consultant's creation of ""naming structures"", ""brand architecture"" and ""identity systems"", the university has  _ a new name: theNewSchool. Beginning Monday, it will adopt new logos, banners, business cards and even new names for the individual colleges, all to include the words ""theNewSchool"".
    Changes in names generally show significant changes in how a college wants to be accepted. In changing its name from Cal State, Hayward, to Cal State, East Bay, the university hoped to project its expanding role in two mostly suburban counties east ofSan Francisco.
    Beaver College turned itself intoArcadiaUniversityin 2001 for several reasons: to break the connection with its past as a women's college, to promote its growth into a full-fledged university and, officials acknowledged, to put an end to jokes about the college's old name on late-night television and ""morning zoo"" radio shows.
Many college officials said changing a name and image could produce vital results. At Arcadia, in addition to the rise in applications, the average student's test score has increased by 60 points, Juli Roebeck, an Arcadiaspokeswoman, said.",Which of the following is NOT the reason for colleges to change their names?,"['They prefer higher education competition.', 'They try to gain advantage in market share.', 'They want to project their image.', 'They hope to make some changes.']","The case of name changing from Cal State, Hayward, to Cal State,East Bay indicates that the university   _  .","['is observed by the society', 'hopes to expand its influence', 'prefers to inform its teaching programs', 'expects to enlarge its campus']",1,1,True,Question 1 is more difficult because it involves process all the answers and thinking about them.,1,1,True
high,high23913.txt,"Why do people cross their fingers when facing difficulties-eve non-religious people? Why do we blame the black cat when we saw the low score of the test?
These habits have been referred to as magical thinking and can be found everywhere in daily life. For example, a person wishes something bad for an annoying colleague. Or parents pray for a safe fight when seeing their son off. 
Psychologically helpful
In examining these habits, scientists decided to search for a reason for humans' belief in magical powers. Psychologists have their own approach to the question. 
""I think in part it's because we are constantly exposed to our own thoughts, and thus likely to overestimate their connection to outside events. ""said Emily Pronin, a psychologist in the prefix = st1 /US.
For people who are uncertain of their own abilities or slow to take action, magical thinking can be a great help, explained Dr. Daniel Wegner, a professor psychology at Harvard. Feeling that their own thoughts can control things can help people fight depression. 
A trait gained through evolution
But evolutionists have their own ideas. 
Two schools of evolutionary thought have come up with reasons by analyzing the development of humans. They are the ""adaptationists ""and the ""byproduct theorists "". 
The adaptationists say that belief in magical powers makes people feel better, less worried about difficulties, more focused on the future, and more willing to care for themselves. People with a strong faith (in something) have a better chance of surviving a tough environment or competition. 
But in byproduct theory,magical thinking is a product of our psychological features. 
""We automatically look for an explanation of why things happen,""explains Justin Barrett, a psychologist, The brain, therefore, has evolved to make quick judgments about causation . So we often link two events based on nothing more than coincidence. For example, ""I was just thinking about looking up my old high school girlfriend when she suddenly called me. ""
Another psychological feature is the theory of mind. We recognize that there could be an unseen power of mind affecting the outcome of an incident. 
Byproduct theorists claim that because of these features, we are born with a tendency to believe in our magical thinking. 
But we need to confine our magical thinking, warn psychologists. 
For most people, beliefs are just some sort of comforting private ritual. When something important is at stake, such as a test or a performance or a relationship, people don't simply perform their private rituals. They have to prepare.",In which part of the newspaper can you find this passage most possibly?,"['Culture.', 'Recreation', 'History', 'News']",The author writes the passage mainly to_.,"['persuade people to think twice faced with difficulties', 'introduce some information about opinions of evolutionists', 'explain why humans have a need for faith from different respects', 'convince people that magic thinking has advantages and disadvantages']",2,2,True,Question 2 is more difficult because it requires you to put yourself in the author's place and try to think about the author's intetions for writing this article.,2,1,True
high,high2972.txt,"Dear Ana,
In your last letter, you told me that your boss Stephanie was probably looking for a new job and you didn't know how to tell her that you wanted to take her position if she left. Well, I'd like to tell you that there is no polite way to talk about this situation with your boss. After all, you are not one-hundred-percent sure that she is actually job-hunting. Even if you know for sure that she is, you can't, because it's not your business. Still, there are a couple of things that you can do to put yourself in a good position in case your boss does _ in the near future.
First, you can have a general conversation with her about your career plans. Say something like, ""You've always been supportive of me, Stephanie, and I'd love you to give me some advice on my professional development."" This will let your boss know that you're ready for a new challenge. Ask her to give you feedback about how she thinks you can improve as a future leader.
Second, ask for your manager's approval   to talk with the training department about any program the company offers. There may or may not be any training, but making the request will still communicate your desire to get into a people-management role.
Third, you could say to your boss, ""If there is anything you need my help with, I'd love it if you let me know. I am very interested in supporting you with anything you want to hand off.""
Taking those three steps will make it clear to Stephanie that you're ready to be her No. 2.
Best regards,
Liz",Which of the following didn't Liz ask Ana to do?,"['To let her manager know her desire for training.', 'To ask her boss if she needs any help from her.', 'To ask her boss for advice on her career plans.', 'To find out who is also trying to get that position.']","According to Liz, if your boss is leaving for another job, you can  _  .","['ask your manager to give the position to you', 'write to let him know you want his position', 'let him know you want his position indirectly', 'write a letter to your best friend for advice']",1,2,False,Question 1 is more difficult because it requires reading and analyzing ever answer for truth or not.,1,0,False
high,high3753.txt,"It's 2035. You have a job, a family and you're about 40 old. Welcome to your future life.
Getting ready for work, you pause in front of the mirror, ""Turn red,"" you say. Your shirt changes from sky blue to deep red. Tiny preprogrammed electronics are rearranged in your shirt to change its color. Looking into the mirror, you find it hard to believe that you are 40. You look much younger. With amazing advances in medicine, people in your generation may live to be 150 years old. You're not even middle-aged.
As you go into the kitchen and prepare to pour your breakfast cereal into a bowl, you hear: ""To lose weight, you shouldn't eat that,"" from your shoes. They read the tiny electronic code on the cereal box to find out the nutrition details. You decide to listen to your shoes. ""Kitchen, what can I have for breakfast?"" A list of possible foods appear on the counter as kitchen checks its food supplies.
""Ready for your trip to space. You ask your son and daughter."" In 2005 only specially trained astronauts went into space -- and very few of them. Today anyone can go to space for day trips or longer vacation. Your best friend even works in space. Handing your children three strawberries each, your add, ""The doctor said you need these for space travel."" Thanks to medical advices, vaccination shots are a thing of the past. Ordinary foods contain specific vaccines. With the berries in their mouths, the kids head for the front door.
It's time for you to go to work. Your car checks your fingerprints and unlocks the doors. ""My office. Autopilot,"" you command. Your car drives itself down the road and moves smoothly into traffic on the highway. You sit back and unroll your e-newspaper. The latest news downloads and fills the viewer. Looking through the pages, you watch the news as video films rather than read it.",The strawberries the children eat serve as  _  .,"['lunch', 'vaccines', 'breakfast', 'nutrition']",How is the text organized?,"['In order of time.', 'In order of frequency.', 'In order of preference.', 'In order of importance.']",2,2,True,"Question 2 is more difficult since it requires figuring out how the text is organized -- and understanding what that means -- by examining each line, instead of asking for a simple fact, like Question 1 does.",2,1,True
