,article,level,document_id,aggr_document_id,question_1,idx_q1,question_2,idx_q2,options_1,options_2,LB,EL,Turker,sum,label,agreement,id_q1,A_q1,B_q1,C_q1,D_q1,max_2nd_diff_q1,max_others_diff_q1,scores_var_q1,max_score_q1,id_q2,A_q2,B_q2,C_q2,D_q2,max_2nd_diff_q2,max_others_diff_q2,scores_var_q2,max_score_q2
18,"Most people buy a lot of gifts just before Christmas. But some people think we buy too much. They have started a special day called Buy Nothing Day. They don't want anyone to go shopping on that day.
Buy Nothing Day is November 29. It's 25 days before Christmas. It's after Thanksgiving Day and often the first day of Christmas shopping. At this time, we see ads in Newspapers and on TV telling us to ""buy, buy, buy!""
The idea for Buy Nothing Day started in Vancouver, British Columbia. Now people all over the world celebrate Buy Nothing Day. In California, parents and children get together to read stories, sing songs, and paint pictures. The children talk about why they don't need a lot of toys. This year, in Manchester, England, people dressed up in costumes  to tell people that we buy too much.
In Albuquerque, New Mexico, high school students wanted to tell other students about Buy Nothing Day. They organized a spaghetti dinner to give people information about Buy Nothing Day. They asked restaurants in the neighborhood to donate  the food. They made posters and talked to other students about it. The dinner was a big success, and many students agreed not to buy anything on November 29. The students at high schools liked the idea of this new tradition. Next year, they want to have another dinner to tell more people about Buy Nothing Day!",high,2137.txt,high2137.txt,People usually buy many gifts  _  .,1,How do people celebrate Buy Nothing Day?,2,"['before Thanksgiving', 'on Christmas', 'before Christmas', 'anytime']","['In California, parents and children get together to play games.', 'In England, people celebrate by performing plays.', 'In Mexico, high school students dress up.', 'They buy nothing and persuade others not to buy things.']",2,2,2,6,2,3,1,0.04185006498432031,0.08591433744669279,0.8705034843212518,0.0017321132477350902,0.784589146874559,0.8273379790950024,0.12922800443745974,0.8705034843212518,2,0.4023091020541855,0.0014716330314673435,0.0011008934980382573,0.595118371416309,0.19280926936212345,0.4601578285550786,0.06650546681577954,0.595118371416309
19,"There are many acceptable varieties of English throughout the world. Whichever variety is used in your country, the most important thing is that students' pronunciation must be good enough for another person to understand what they are trying to say.
In a PPP lesson, teachers naturally include a good model of the pronunciation when they are presenting new vocabulary, grammar or functional language. It is important to start by helping your students recognize sounds before you expect them to produce them.
Spoken British English has 44 sounds, but there are only 26 letters in the alphabet for written English. This sometimes makes English pronunciation and spelling different, so it is not always best to write words on the blackboard at the early stages. Also, some sounds in English do not exist in some other languages. This can make it very difficult for students to recognize these sounds and even more difficult for them to pronounce them correctly. So some students need to do a lot of work on these sounds, listening to them, trying to recognize them and trying to copy them.
If you can understand and pronounce the symbols of the phonetic alphabet, this will help you to pronounce any word in the dictionary. You can teach this phonetic alphabet to your students and this will make teaching pronunciation much easier. However, you can teach pronunciation effectively without knowing the phonetic alphabet. Pronouncing English well is not just about getting the individual sounds right. Students need to know:
* which parts of a word are stressed (spoken louder and longer);
* which parts of a sentence are stressed;
* basic intonation patterns;
* what it means when we change the intonation in a sentence (the music of the language);
* how to link together the sounds within a sentence.
Students need practice in all these areas to improve their pronunciation.",high,21747.txt,high21747.txt,"Following up the passage, the author will probably   _  .",1,Which of the following is the best title for the passage?,3,"['say how to teach the phonetic alphabet', 'emphasize the importance of correct pronunciation', 'explain in detail how to practise the five suggestions', 'write about how to teach pronunciation without the phonetic alphabet']","['Suggestions on Teaching English Pronunciation.', 'Listening Comes First in Teaching Pronunciation.', 'The English Phonetic Alphabet and Pronunciation.', 'Other Things to Be Done besides Pronouncing Every Word.']",1,1,1,3,1,3,1,0.0010806904657615847,0.8570002823538007,0.1416505997951302,0.0002684273853074767,0.7153496825586705,0.8093337098050676,0.12612890408048955,0.8570002823538007,3,0.982518671596284,0.0030270157211383986,0.01422274125240236,0.0002315714301751704,0.9682959303438816,0.9766915621283787,0.17888861071339068,0.982518671596284
20,"Hair has always been an important sign of beauty, especially true for women.Next to the face, hair is one of the main qualities people look for when they consider a woman's beauty.Whether long or short, curly or straight, hair often gets a lot of attention.
Each hair grows independently of other hairs.Not all hairs experience the same period of growth at the same time.During the period of active growth, which is called Anagen, hair grows at a rate of about or one centimeter a month.About eighty five percent of hair follicles  are going through this process at any given time.This period can last from two to six years.
The Catagen period of hair growth comes next.It is then that hair growth begins to slow down.This period usually lasts two or three weeks.Finally, hair growth comes to a complete stop and the hairs begin to fall out.This period is known as Telogen.Once the Telogen period has ended, the hair growth process begins again.
So what happens when a person has trouble growing hair or suffers from hair loss? Your genes control how fast or how long your hair will grow.Some people have a longer than usual anagen growth period.These people may be able to grow more hair than the average person.
However, others struggle to grow shoulder length hair.These people have a shorter than normal anagen period.
Your health can also affect hair growth.Poor nutrition can cause some hair follicles to stop growing or cause the hairs that grow to become weak or thin.Problems with hair growth can result from thyroid (^?K JSO problems or other conditions.Health experts say people who experience a sudden increase in hair loss should seek medical advice.",high,21752.txt,high21752.txt,What can be learned from the passage?,2,What is suggested by health experts when one suffers from a sudden increase in hair loss?,3,"['Hair grows no more after the Telogen period.', 'One with shoulder length hair must grow more hair.', 'Hair growth has much to do with nutrition and health.', 'Only a few hair follicles go through the Anagen period.']","['Changing his genes.', 'Going to see a doctor.', 'Cutting all his hair off.', 'Eating more vegetables.']",1,1,1,3,1,3,2,0.0033248920022611412,0.0005884529199103638,0.995846410183272,0.00024024489455631279,0.9925215181810109,0.9944618802443628,0.18543038289404618,0.995846410183272,3,0.6841715357771022,0.18861140575453475,0.10575985479788183,0.021457203670481092,0.4955601300225675,0.5788953810361364,0.0663276278061315,0.6841715357771022
21,"NEW ORLEANS --A two-story, 1,500-ton and 16,000-square foot school built in 1879 is being moved about 300 yards to make way for the new University Medical Center in MidCity.
The school' s relocation is marked as the largest structure ever to be moved in Louisiana and one of the top-ten heaviest in America.Officials originally had planned to  _ the McDonogh No.11 School, but agreed to move the historic building at the city's request.
The school is being moved on a platform of steel beams put under the schoolhouse floor, then set on 38 remote-controlled power dollies made mobile by 300 tires.The school is creeping forward on a short stay that will take about two days to move it about 300 yards.
State officials said the operation shows how closely the state and city leaders are working topreserve history.
"" We' re looking to the future and building for the future, and building something new.We're also honoring the past and trying to save something historic,"" said Michael Diresto with the Division of Administration for the state of Louisiana.
Christian Cancienne, president and CEO of Orleans Shoring, said the feat of this endeavor is something a person rarely sees.
""When we heard about the opportunity to move a building this size, we knew that there was never a building moved this size in the state of Louisiana,"" he said.""We knew that because of the oak trees and neutral ground and the narrow streets, we may never get the opportunity in our hometown again to do something like this.
Cancienne said the cost of the huge project weighs in at $350,000, but he' s not making any profit from the move.Cancienne said his team wanted to do the project for free because of the once in a lifetime opportunity.""When my guys heard that this opportunity was here, they said, 'Let' s do it for free.We got to get it.No one else can do it.' And, so, we said let's just cover our cost so we bid it at $ 350,000.""
Cancienne' s company is used to moving homes across the city, but is happy to partake in the monumental task of moving a historic landmark.The building won' t remain at its current destination on Banks Street, though.It will eventually move to its permanent location once that has been determined.",high,21884.txt,high21884.txt,The purpose of the school relocation is   _  .,0,Cancienne and his team made no money from the project because   _  .,1,"['to show the generosity of the city government', 'to form a bigger education company', 'to leave room for a new project', 'to build a new museum for education']","[""it' s a chance for them to do something for the state"", 'the company is famous for doing volunteer work', 'the state is short of money to cover the cost', ""it' s easy for them to complete the project""]",2,2,2,6,2,3,0,0.0008631989368629307,5.493073111628311e-05,0.9968929780365494,0.0021888922954712733,0.9947040857410782,0.9958573040487326,0.18595028725946278,0.9968929780365494,1,0.486188515585157,0.0135892250617177,0.4945434016143563,0.005678857738768907,0.00835488602919926,0.3260578688191418,0.057792341307548054,0.4945434016143563
22,"Love Is Just a Thread
     Sometimes I really doubt whether there is love between my parents.Every day they are very busy trying to earn money to pay the high tuition for us.They don't act in the romantic ways that I read in books or I see on TV."" I love you"" is too luxurious for them to say .Sending flowers to each other on Valentine's Day is even more  _ .My father is easy to lose his temper, especially when he's very tired from the hard work.
     One day, my mother was sewing a quilt.I silently sat beside her and asked her if there was love between them."" What?"" she replied, still doing her work.My mother stopped her work and raised her head with surprise.She didn't answer immediately.Then she bowed her head and continued sewing the quilt.I was in a great embarrassment and I didn't know what to do.But at last I heard my mother say the following words: "" Look at this thread.Sometimes it appears, but most of it disappears in the quilt.The thread really makes the quilt strong and durable.If life is a quilt, then love should be a thread.It can hardly be seen anywhere or anytime, but it's really there.Love is inside."" I listened carefully but I couldn't understand her until the next spring.
      My father suddenly got sick seriously.My mother had to stay with him in the hospital for a month.When they returned from the hospital, they both seemed as if they had a serious illness.Every day in the morning and dusk, my mother helped my father walk slowly on the country road.It seemed they were the most harmonious couple.There were many beautiful flowers, green grass and trees, and the sun gently glistened  through the leaves.All of these made up the most beautiful picture in the world.When we were worrying about him, he said gently: "" I really like walking with your mom.I like this kind of life."" Reading his eyes, I know he loves my mother deeply.
       Once I thought love meant flowers, gifts and sweet kisses.But from this experience, I understand that love is just a thread in the quilt of our life.Love is inside, making life strong and warm.",high,22251.txt,high22251.txt,Why does the author sometimes doubt that there is real love between her parents?,0,What made her father change so greatly?,2,"['Because they are very busy earning money for the high tuition.', ""Because they don't act in the romantic ways."", 'Because her father is easy to lose his temper to her mother', 'Because "" I love you"" is too luxurious for them to say']","['The real love.', 'The thread of the quilt.', 'The beautiful scenery of the country road.', 'All the other members of the family.']",2,2,1,5,2,2,0,0.9003753332608742,0.09673638444208356,0.00023821881195813682,0.002650063485084123,0.8036389488187906,0.8671671110144988,0.14251018710105856,0.9003753332608742,2,0.06610407699556234,0.933708602457148,6.71102042095364e-05,0.00012021034308013348,0.8676045254615857,0.911611469942864,0.15654538056305545,0.933708602457148
23,"Names have gained increasing importance in the competitive world of higher education. As colleges struggle for market share, they are looking for names that project the image they want or reflect the changes they hope to make. Trenton State College, for example, became the College of New Jersey nine years ago when it began raising admission standards and appealing to students from throughout the state.
""All I hear in higher education is, 'Brand, brand, brand,'"" said Tim Westerbeck, who specializes in branding and is managing director of Lippmann Hearne, a marketing firm based in Chicago that works with universities and other nonprofit organizations. ""There has been a sea change over the last 10 years. Marketing used to be almost a dirty word in higher education.""
    Not all efforts at name changes are successful, of course. In 1997, the New School for Social Research becameprefix = st1 /NewSchoolUniversityto reflect its growth into a collection of eight colleges, offering a list of majors that includes psychology, music, urban studies and management. But New Yorkers continued to call it theNewSchool.
Now, after spending an undisclosed sum on an online survey and a marketing consultant's creation of ""naming structures"", ""brand architecture"" and ""identity systems"", the university has  _ a new name: theNewSchool. Beginning Monday, it will adopt new logos, banners, business cards and even new names for the individual colleges, all to include the words ""theNewSchool"".
    Changes in names generally show significant changes in how a college wants to be accepted. In changing its name from Cal State, Hayward, to Cal State, East Bay, the university hoped to project its expanding role in two mostly suburban counties east ofSan Francisco.
    Beaver College turned itself intoArcadiaUniversityin 2001 for several reasons: to break the connection with its past as a women's college, to promote its growth into a full-fledged university and, officials acknowledged, to put an end to jokes about the college's old name on late-night television and ""morning zoo"" radio shows.
Many college officials said changing a name and image could produce vital results. At Arcadia, in addition to the rise in applications, the average student's test score has increased by 60 points, Juli Roebeck, an Arcadiaspokeswoman, said.",high,23837.txt,high23837.txt,Which of the following is NOT the reason for colleges to change their names?,0,"The case of name changing from Cal State, Hayward, to Cal State,East Bay indicates that the university   _  .",3,"['They prefer higher education competition.', 'They try to gain advantage in market share.', 'They want to project their image.', 'They hope to make some changes.']","['is observed by the society', 'hopes to expand its influence', 'prefers to inform its teaching programs', 'expects to enlarge its campus']",1,1,1,3,1,3,0,0.8775228209461359,0.07852586737311915,0.02911051673850053,0.01484079494224436,0.7989969535730167,0.8366970945948479,0.13182007112681626,0.8775228209461359,3,0.06707644950540073,0.8765228324020493,0.03742720749019034,0.018973510602359613,0.8094463828966486,0.8353637765360657,0.1311380789413633,0.8765228324020493
24,"Why do people cross their fingers when facing difficulties-eve non-religious people? Why do we blame the black cat when we saw the low score of the test?
These habits have been referred to as magical thinking and can be found everywhere in daily life. For example, a person wishes something bad for an annoying colleague. Or parents pray for a safe fight when seeing their son off. 
Psychologically helpful
In examining these habits, scientists decided to search for a reason for humans' belief in magical powers. Psychologists have their own approach to the question. 
""I think in part it's because we are constantly exposed to our own thoughts, and thus likely to overestimate their connection to outside events. ""said Emily Pronin, a psychologist in the prefix = st1 /US.
For people who are uncertain of their own abilities or slow to take action, magical thinking can be a great help, explained Dr. Daniel Wegner, a professor psychology at Harvard. Feeling that their own thoughts can control things can help people fight depression. 
A trait gained through evolution
But evolutionists have their own ideas. 
Two schools of evolutionary thought have come up with reasons by analyzing the development of humans. They are the ""adaptationists ""and the ""byproduct theorists "". 
The adaptationists say that belief in magical powers makes people feel better, less worried about difficulties, more focused on the future, and more willing to care for themselves. People with a strong faith (in something) have a better chance of surviving a tough environment or competition. 
But in byproduct theory,magical thinking is a product of our psychological features. 
""We automatically look for an explanation of why things happen,""explains Justin Barrett, a psychologist, The brain, therefore, has evolved to make quick judgments about causation . So we often link two events based on nothing more than coincidence. For example, ""I was just thinking about looking up my old high school girlfriend when she suddenly called me. ""
Another psychological feature is the theory of mind. We recognize that there could be an unseen power of mind affecting the outcome of an incident. 
Byproduct theorists claim that because of these features, we are born with a tendency to believe in our magical thinking. 
But we need to confine our magical thinking, warn psychologists. 
For most people, beliefs are just some sort of comforting private ritual. When something important is at stake, such as a test or a performance or a relationship, people don't simply perform their private rituals. They have to prepare.",high,23913.txt,high23913.txt,In which part of the newspaper can you find this passage most possibly?,1,The author writes the passage mainly to_.,2,"['Culture.', 'Recreation', 'History', 'News']","['persuade people to think twice faced with difficulties', 'introduce some information about opinions of evolutionists', 'explain why humans have a need for faith from different respects', 'convince people that magic thinking has advantages and disadvantages']",2,2,2,6,2,3,1,0.4425014978351555,0.008767136805612674,0.1842848042857655,0.36444656107346624,0.07805493676168929,0.25666866378020736,0.02816665581076079,0.4425014978351555,2,0.0012915527175828944,0.015457019945175853,0.8428055454895373,0.14044588184770396,0.7023596636418334,0.7904073939860498,0.12007170520247593,0.8428055454895373
25,"Dear Ana,
In your last letter, you told me that your boss Stephanie was probably looking for a new job and you didn't know how to tell her that you wanted to take her position if she left. Well, I'd like to tell you that there is no polite way to talk about this situation with your boss. After all, you are not one-hundred-percent sure that she is actually job-hunting. Even if you know for sure that she is, you can't, because it's not your business. Still, there are a couple of things that you can do to put yourself in a good position in case your boss does _ in the near future.
First, you can have a general conversation with her about your career plans. Say something like, ""You've always been supportive of me, Stephanie, and I'd love you to give me some advice on my professional development."" This will let your boss know that you're ready for a new challenge. Ask her to give you feedback about how she thinks you can improve as a future leader.
Second, ask for your manager's approval   to talk with the training department about any program the company offers. There may or may not be any training, but making the request will still communicate your desire to get into a people-management role.
Third, you could say to your boss, ""If there is anything you need my help with, I'd love it if you let me know. I am very interested in supporting you with anything you want to hand off.""
Taking those three steps will make it clear to Stephanie that you're ready to be her No. 2.
Best regards,
Liz",high,2972.txt,high2972.txt,Which of the following didn't Liz ask Ana to do?,1,"According to Liz, if your boss is leaving for another job, you can  _  .",3,"['To let her manager know her desire for training.', 'To ask her boss if she needs any help from her.', 'To ask her boss for advice on her career plans.', 'To find out who is also trying to get that position.']","['ask your manager to give the position to you', 'write to let him know you want his position', 'let him know you want his position indirectly', 'write a letter to your best friend for advice']",1,2,1,4,1,2,1,0.17001348855034487,0.6166321643413992,0.05448137801370053,0.1588729690945554,0.44661867579105435,0.4888428857885323,0.04683716331215197,0.6166321643413992,3,0.001324872098910409,0.1898785857424151,0.8080040023250457,0.0007925398336289414,0.6181254165826305,0.7440053364333942,0.1097316821255746,0.8080040023250457
26,"It's 2035. You have a job, a family and you're about 40 old. Welcome to your future life.
Getting ready for work, you pause in front of the mirror, ""Turn red,"" you say. Your shirt changes from sky blue to deep red. Tiny preprogrammed electronics are rearranged in your shirt to change its color. Looking into the mirror, you find it hard to believe that you are 40. You look much younger. With amazing advances in medicine, people in your generation may live to be 150 years old. You're not even middle-aged.
As you go into the kitchen and prepare to pour your breakfast cereal into a bowl, you hear: ""To lose weight, you shouldn't eat that,"" from your shoes. They read the tiny electronic code on the cereal box to find out the nutrition details. You decide to listen to your shoes. ""Kitchen, what can I have for breakfast?"" A list of possible foods appear on the counter as kitchen checks its food supplies.
""Ready for your trip to space. You ask your son and daughter."" In 2005 only specially trained astronauts went into space -- and very few of them. Today anyone can go to space for day trips or longer vacation. Your best friend even works in space. Handing your children three strawberries each, your add, ""The doctor said you need these for space travel."" Thanks to medical advices, vaccination shots are a thing of the past. Ordinary foods contain specific vaccines. With the berries in their mouths, the kids head for the front door.
It's time for you to go to work. Your car checks your fingerprints and unlocks the doors. ""My office. Autopilot,"" you command. Your car drives itself down the road and moves smoothly into traffic on the highway. You sit back and unroll your e-newspaper. The latest news downloads and fills the viewer. Looking through the pages, you watch the news as video films rather than read it.",high,3753.txt,high3753.txt,The strawberries the children eat serve as  _  .,2,How is the text organized?,3,"['lunch', 'vaccines', 'breakfast', 'nutrition']","['In order of time.', 'In order of frequency.', 'In order of preference.', 'In order of importance.']",2,2,2,6,2,3,2,0.04027958011773213,0.6010029774686277,0.08912940845175488,0.2695880339618853,0.33141494350674244,0.4680039699581703,0.04836219575175275,0.6010029774686277,3,0.9892603910963548,0.006693231851937482,0.0027005759146541755,0.001345801137053424,0.9825671592444173,0.9856805214618064,0.182172506258927,0.9892603910963548
27,"Long after the 1998 World Cup was won, disappointed fans were still cursing the disputed refereeing decisions that denied victory to their team. A researcher was appointed to study the performance of some top referees.
The researcher organized an experimental tournament involving four youth teams. Each match lasted an hour, divided into three periods of 20 minutes during which different referees were in charge.
Observers noted down the referees' errors, of which there were 61 over the tournament. Converted to a standard match of 90 minutes, each referee made almost 23 mistakes, a remarkably high number.
The researcher then studied the videotapes to analyse the matches in detail. Surprisingly, he found that errors were more likely when the referees were close to the incident. When the officials got it right, they were, on average, 17 meters away from the action. The average distance in the case of errors was 12 meters. The research shows the optimum   distance is about 20 meters.
There also seemed to be an optimum speed. Correct decisions came when the referees were moving at a speed of about 2 meters per second. The average speed for errors was 4 meters per second.
If FIFA, football's international ruling body, wants to improve the standard of refereeing at the next World Cup, it should encourage referees to keep their eyes on the action from a distance, rather than rushing to keep up with the ball, the researcher argues.
He also says that FIFA's insistence that referees should retire at age 45 may be misguided. If keeping up with the action is not so important, their physical condition is less critical.",high,3864.txt,high3864.txt,The number of refereeing errors in the experimental matches was   _  .,1,"The word ""officials"" (Para. 4) most probably refers to   _  .",3,"['slightly above average', 'higher than in the 1998 World Cup', 'quite unexpected', 'as high as in a standard match']","['the researchers involved in the experiment', 'the inspectors of the football tournament', 'the referees of the football tournament', 'the observers at the site of the experiment']",1,1,2,4,1,2,1,0.3978668298154413,0.1892521815511216,0.3356671098695843,0.07721387876385287,0.06219971994585699,0.19715577308725507,0.015687198552801634,0.3978668298154413,3,0.002880155241027466,0.04587237158894481,0.9475555887588668,0.0036918844111607204,0.901683217169922,0.9300741183451557,0.16249694839201873,0.9475555887588668
28,"In 1947 a group of famous people from the art world headed by an Austrian conductor decided to hold an intemational festival of music,dance and theatre in Edinburgh. The idea was to reunite Europe after the Second World War.
At the same time, the ""Fringe"" appeared as a challenge to the official festival.Eight theatre groups turned up uninvited in 1947,in the belief that everyone should have the right to perform,and they did so in a public house disused for years.
Soon,groups of studentsfirstly from Edinburgh University, and later from the universities of Oxford and Cambridge,Durham and Birmingham were making the journey to the Scottish capital each summer to perform theatre by little-known writers of plays in small church halls to the people of Edinburgh.
Today the ""Fringe"",once less recognized, has far outgrown the festival with around 1,500 performances of theatre,music and dance on every one of the 21 days it lasts. And yet as early as 1959,with only 19 theatre groups performing,some said it was getting too big.
A paid administrator was first employed only in 1971, and today there are eight administrators working all year round and the number rises to 150 during August itself. In 2004 there were 200 places housing 1,695 shows by over 600 different groups from 50 different countries. More than 1,25 million tickets were sold.",high,4104.txt,high4104.txt,Point was the purpose of Edinburgh Festival at he beginning?,0,We may learn from the text that Edinburgh Festival.,3,"['To bring Europe together again.', 'To honor heroes of World War 11.', 'To introduce young theatre groups.', 'To attract great artists from Europe.']","['has become a non-official event', 'has gone beyond an art festival', 'gives shows all year round', 'keeps growing rapidly']",2,2,1,5,2,2,0,0.9957098386574004,0.0008796638818862355,0.0018195315757484906,0.001590965884964898,0.9938903070816518,0.9942797848765338,0.1853611746188234,0.9957098386574004,3,0.0419653858317274,0.262936651814782,0.0006325890713854657,0.6944653732821051,0.43152872146732313,0.5926204977094734,0.07579483283309013,0.6944653732821051
29,"I have only once been in trouble with the law.The whole process of being arrested and taken to court was a rather unpleasant experience at the time, but it makes a good story now. What makes it rather disturbing was the arbitrary circumstances both of my arrest and my subsequent   fate in court.
It happened in February about twelve years ago.I had left school a couple of months before that and was not due to go to university until the following October.I was still living at home at the time.
One morning I was in Richmond, a suburb of London near where I lived.I was looking for a temporary job so that I could save up some money to go traveling.As it was a fine day and I was in no hurry, I was taking my time, looking in shop windows, strolling in the park, and sometimes just stopping and looking around me.It must have been this obvious aimlessness that led to my downfall.
It was about half past eleven when it happened.I was just walking out of the local library, having unsuccessfully sought employment there, when I saw a man walking across the road with the obvious intention of talking to me.I thought he was going to ask me the time.Instead, he said he was a police officer and he was arresting me.At first I thought it was some kind of joke
But then another policeman appeared, this time in uniform, and I was left in no doubt.
'But what for?"" I asked
'Wandering with intent to commit an arrestable offence,' he said.
'What offence?' I asked
'Theft,' he said
'Theft of what?'I asked
'Milk bottles,' he said, and with a perfectly straight face too!
'Oh,' I said.
It turned out there had been a lot of petty thefts in the area, particularly that of stealing milk bottles from doorsteps.
Then I made my big mistake.At the time I was nineteen, had long untidy hair, and regarded myself as pan of the sixties' 'youth counterculture'.As a result, I wanted to appear cool and unconcerned with the incident, so I said, 'How long have you been following me?  in the most casual and conversational tone I could manage.I thus appeared to them to be quite familiar with this sort of situation, and it confirmed them in their belief that I was a thoroughly disreputable   character.
A few minutes later a police car arrived.
'Get in the back,' they said.'Put your hands on the back of the front seat and don't move them.'
They got in on either side of me.It wasn't funny any more.
At the police station they questioned me for several hours.I continued to try to look worldly and familiar with the situation.When they asked me what I had been doing, I told them I'd been looking for a job.'Aha,' I could see them thinking, 'unemployed'.
Eventually, I was officially charged and told to report to Richmond Magistrates' Court the following Monday.Then they let me go.
I wanted to conduct my own defense in court, but as soon as my father found out what had happened, he hired a very good solicitor  .We went along that Monday armed with all kinds of witnesses, including my English teacher from school as a character witness.But he was never called on to give evidence.My 'trial' didn't get that far.The magistrate   dismissed the case after fifteen minutes.1 was free.The poor police had never stood a chance.The solicitor even succeeded in getting costs awarded against the police.
And so I do not have a criminal record.But what was most shocking at the time was the things my release from the charge so clearly depended on.I had the 'right' accent, respectable middle-class parents in court, reliable witnesses, and I could obviously afford a very good solicitor.Given the obscure nature of the charge.I feel sure that if I had come from a different background, and had really been unemployed, there is every chance that I would have been found guilty.While asking for costs to be awarded, my solicitor's case quite obviously revolved   around the fact that I had a 'brilliant academic record'.
Meanwhile, just outside the courtroom, one of the policemen who had arrested me was gloomily complaining to my mother that another youngster had been turned against the police. 'You could have been a bit more helpful when we arrested you,' he said to me reproachfully  .
What did he mean? Probably that I should have looked outraged  and said something like, 'Look here, do you know who you're talking to? I am a highly successful student with a brilliant academic record.How dare you arrest me!' Then they, probably, would have apologized perhaps even taken off their caps, and let me on my way.",high,4425.txt,high4425.txt,The first man who came up to him was   _  .,0,"In the opinion of one of the policeman who had arrested the author, the whole thing might not have occurred if   _  .",3,"['a uniformed policeman', 'a policeman in plainclothes', 'not a policeman', 'a good joker']","['he had protested strongly at the time', 'he had begged to be allowed to go home', ""he hadn't wandered aimlessly"", 'he had tried to look cool']",1,2,2,5,2,2,0,0.09505420584099698,0.16616465289561888,0.7303337296854053,0.008447411577978708,0.5641690767897865,0.6404449729138738,0.08002617734963666,0.7303337296854053,3,0.07482338219436799,0.020862138619103486,0.8691120925378021,0.0352023866487266,0.7942887103434341,0.8254827900504027,0.12815720119299265,0.8691120925378021
30,"The Queen's English is now sounding less upper-class, a scientific study of the Queen's Christmas broadcasts has found. Researchers have studied each of her messages to the Commonwealth countries since 1952 to find out the change in her pronunciation from the noble Upper Received to the Standard Received.
Jonathan Harrington, a professor at Germany's University of Munich, wanted to discover whether accent changes recorded over the past half century would take place within one person. ""As far as I know, there just is nobody else for whom there is this sort of broadcast records,"" he said.
He said the noble way of pronouncing vowels  had gradually lost ground as the noble upper-class accent over the past years. ""Her accent sounds slightly less noble than it did 50 years ago. But these are very, very small and slow changes that we don't notice from year to year.""
""We may be able to relate it to changes in the social classes,"" he told The Daily Telegraph, a British  newspaper. ""In 1952 she would have been heard saying 'thet men in the bleck het'. Now it would be 'that man in the black hat'. Similarly, she would have spoken of 'the citay' and'dutay', rather than 'citee' and 'dutee', and 'hame' rather than 'home'. In the 1950s she would have been 'lorst', but by the 1970s 'lost'.""
The Queen's broadcast is a personal message to the Commonwealth countries. Each Christmas, the 10-minute broadcast is put on TV at 3 pm in Britain as many families are recovering from their traditional turkey lunch .
The results were published  in the Journal of Phonetics.",high,5274.txt,high5274.txt,The Queen's broadcasts were chosen for the study mainly because  _  .,0,Which of the following is an example of a less noble accent in English?,1,"['she has been Queen for many years', 'she has a less upper-class accent now', 'her speeches have been recorded for 50 years', 'her speeches are familiar to many people']","['""Dutay"".', '""Hame"".', '""Citee"".', '""Lorst"".']",2,2,1,5,2,2,0,0.0005475499488137509,0.9983262899725388,0.00022913309014488439,0.0008970269885025205,0.9974292629840363,0.9977683866300517,0.18666413455516778,0.9983262899725388,1,0.1930750764589877,0.5498638809674189,0.1909116133304796,0.0661494292431137,0.3567888045084312,0.3998185079565586,0.032612815958958014,0.5498638809674189
